Name,ethnolog_Size,ethnolog_Vitality,L1 speakers,L2 speakers,New wiki,Size of Wikipedia (Articles Column),language family,geographical location,geo location analysis,LDC,Is in Google,wiki pages,natural language processing,part of speech,grammar parsing| grammar parser,question answering,text classification,universal dependencies,ACL count,Is in XLMR,ELRA,Hugginface,kaggle,CC Size,Is in Facebook,Joshi Classes,mBERT,HF new
,https://www.ethnologue.com/size-and-vitality/mdd,,,,,https://en.wikipedia.org/wiki/List_of_Wikipedias#Details_table,,,,https://catalog.ldc.upenn.edu/search,https://translate.google.com/intl/en/about/languages/,,,,,,,https://universaldependencies.org/,,https://arxiv.org/pdf/1911.02116.pdf,https://lremap.elra.info/?q=english,https://huggingface.co/datasets,https://www.kaggle.com/datasets,https://commoncrawl.github.io/cc-crawl-statistics/plots/languages,"if the language is in 'Facebook' sheet, put 1, otherwise 0",,,
,size,vitality,,,,copy two columns in sheet  'wiki',,,,,0/1,,,,,,,,,,,,,copy numbers in last column,0/1,,,
Shoo-Minda-Nye,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shor,small,endangered,,,,,,,,,,,729,395,7,152,144,,467,,,,,,,0,,
Shoshoni,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shua,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shuadit,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shuar,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shubi,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shughni,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Shuhi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shumashti,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shumcho,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shuswap,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Shuwa-Zamani,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Shwai,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sialum,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siamou,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siane,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Siang,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siar-Lak,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siawi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sibe,mid,stable,,,,,,,,,,,,,,,,,3,,,,,,,,,
Siberian Tatar,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sicilian,large,stable,4.7 million,,"26,205","26,180",Indo-European,"Sicily, Calabria",Southern Europe,,,"55,590",,,,,,,0,,,11,,,,1,1,
Sidamo,large,institutional,,,,,,,,,,,,,,,,,0,,,11,,,,,,
Sie,small,stable,,,,,,,,,,,,,,,,,19,,,,,,,,,
Sierra Leone Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sighu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sign Language of the Netherlands,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sihan,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sika,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sikaiana,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sikaritai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sikiana,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sikkimese,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sikule,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sila,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Silesian,mid,stable,"510,000",,"55,810","54,377",Indo-European,Poland,Eastern Europe,,,"67,168",,,,,,,0,,,,,,1,1,,
Silimo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siliput,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Silopi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Silt’e,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Simaa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Simba,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Simbali,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Simbari,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Simbo,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Simeku,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Simeulue,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Simte,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sinagen,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sinasina,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sinaugoro,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sindhi,large,institutional,c. 32 million,,"15,231","14,730",Indo-European,"Pakistan,  India",Southern Asia,,1,"54,620",653,431,8,86,118,1,6,0.4,,13,,0.0012,,1,,14
Sindhi Bhil,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Singa,small,extinct,,,,,,,,,,,,,,,,,12,,,,,,,,,
Singapore Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Singpho,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sinhala,large,institutional,17 million,3 million,"17,948","17,453",Indo-European,Sri Lanka,Southern Asia,,1,"77,323",1130,644,14,146,187,,29,3.6,,23,,0.0075,1,1,,28
Sinicized Miao,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sininkere,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sinyar,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sio,small,stable,,,,,,,,,,,1370,840,32,426,241,,1,,,,,,,0,,
Siona,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sipakapense,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sira,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siraya,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Siri,small,endangered,,,,,,,,,,,,,,,,,12,,,,,,,,,
Siriano,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sirionó,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sirmauri,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siroi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sirva,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sisaala,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sissala,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siuslaw,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sivandi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sivia Sign Language,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siwi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Siwu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Skagit,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Skepi Dutch Creole,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Skou,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Slave,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Slavey,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Slavomolisano,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Slavonic,small,endangered,,,"1,163",799,Indo-European,Slavic areas under the influence of Byzantium,Eastern Europe,,,"5,279",,,,,,,4,,,,,,,1,,
Slovak,large,institutional,5.2 million,,"241,244","237,766",Indo-European,"Slovakia,  European Union,  Vojvodina,  Czech Republic,  Poland,  Hungary,  Croatia,  Ukraine,  Serbia",Eastern Europe,2,1,"536,785","2,750","2,040",46,521,568,1,20,23.2,7,34,,0.3567,1,3,1,43
Slovakian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Slovene,large,institutional,2.5 million,,"176,955","173,789",Indo-European,"Slovenia,  European Union,  Austria,  Italy",Southern Europe,2,1,"426,642",2660,2380,45,374,345,,41,10.3,3,44,,0.1534,1,3,1,50
Slovenian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Snohomish,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
So,small,stable,,,,,,,,,,,,,,,,,2754,,,,,,,,,
Sobei,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Soga,large,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Soi,small,endangered,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Sokoro,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Soli,mid,stable,,,,,,,,,,,,,,,,,3,,,,,,,,,
Solomon Islands Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Solong,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Solos,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Somali,large,institutional,"21,807,730",,"8,322","6,645",Afro-Asiatic,"Somalia, Somaliland, Djibouti,Ethiopia,  Kenya",Eastern Africa,1,1,"23,466",782,703,3,238,152,,13,0.4,-,19,,0.0049,1,1,,20
Somba-Siawari,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Somrai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Somray,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Somyev,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sonaga,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sonde,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Songe,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Songhay,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Songo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Songomeno,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Songoora,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sonha,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sonia,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Soninke,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sonsorolese,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Soo,small,endangered,,,,,,,,,,,,,,,,,3,,,,,,,,,
Sop,small,endangered,,,,,,,,,,,,,,,,,9,,,,,,,,,
Soq,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Soqotri,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sora,mid,stable,,,,,,,,,,,321,303,6,66,95,,10,,,,,,,0,,
Sori-Harengan,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sorkhei,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sorsoganon,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sos Kundi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sou,small,endangered,,,,,,,,,,,,,,,,,711,,,,,,,,,
Sou Nama,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sou Upaa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sougb,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
South African Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Southern Lushootseed,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Southern Min,large,institutional,48 million,,"431,306",1060639,Sino-Tibetan,taiwan,Eastern Asia,,,430939,,,,,,,,,,,,,,,,
Southern Sotho,large,institutional,5.6 million,7.9 million,835,"2,666",Niger–Congo,"soth africa, zimbabwe",Southern Africa,,1,819,,,,,,,0,,,3,,,1,1,,9
Sowa,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sowanda,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sowari,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
So’a,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Spanish,large,institutional,489 million,75 million,"1,788,654","1,722,035",Indo-European,"Spain, Equatorial Guinea, Western Sahara, Hispanic America, United States",Southern Europe,80,1,"7,512,756","50,600",38500,791,11800,9590,1,749,53.3,130,87,,4.3514,1,5,1,99
Spanish Sign Language,mid,endangered,,,,,,,,,,,,,,,,,2,,,,,,,,,
Spiti Bhoti,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Spokane,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Squamish,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sranan Tongo,mid,institutional,"130,000",287995,"1,112","1,089",Creole,Suriname,South America,,,"2,702",,,,,,,0,,,,,,,1,,
Sri Lankan Malay Creole,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sri Lankan Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Stellingwerfs,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Stieng,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Stod Bhoti,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Stoney,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Suabo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suau,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suba,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suba-Simbiti,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Subanen,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Subanon,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Subi,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Subtiaba,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sudest,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Suena,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Suganga,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sugut Dusun,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sui,mid,stable,,,,,,,,,,,5710,3680,48,1430,1420,,123,,,,,,,0,,
Suki,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,0,,
Suku,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sukuma,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sukur,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sukurum,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sula,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sulka,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Sulod,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suma,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sumariup,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sumau,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sumbawa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sumbwa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sunam,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sunda,large,stable,42 million,,"61,263","60,965",Austronesian,"Banten, West Java, Jakarta, Central Java, Lampung",South-Eastern Asia,,,"96,606",,,,,,,2,,,11,,,1,1,1,
Sunum,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sunwar,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Supapya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Surbakhal,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Surgujia,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suri,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Surigaonon,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Surjapuri,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sursurunga,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Suruahá,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suruí,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suruí do Pará,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Susu,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Susuami,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suundi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suwawa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Suyá,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Su’ung,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Svan,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Swabian,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Swahili,large,institutional,2 million to 18 million,90 million,"73,948","67,455",Niger–Congo,"Kenya, Rwanda,  Tanzania, Uganda,  Burundi,  DR Congo, Mozambique",Eastern Africa,2,1,"136,872","1,580","1,810",75,395,241,,25,1.6,2,21,,0.0076,1,2,1,30
Swati,large,institutional,2.3 million,2.4 million,552,542,Niger–Congo,"South Africa, Eswatini",Southern Africa,,,"2,360",,,,,,,0,,,6,,,1,1,,7
Swedish,large,institutional,10 million,3.2 million,"2,550,940","2,909,923",Indo-European,"Sweden, Finland, Estonia",Northern Europe,4,1,"6,741,003",15900,11600,400,3080,2560,1,261,12.1,21,49,,0.6985,1,4,1,56
Swedish Sign Language,small,institutional,,,,,,,,,,,,,,,,1,2,,,,,,,,,
Swiss-French Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Swiss-German Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Swiss-Italian Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Swo,small,endangered,,,,,,,,,,,,,,,,,2,,,,,,,,,
Sylheti,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Syriac,small,endangered,,,,,,,,,,,,,,,,,5,,,,,0.0005,1,,,
Syuba,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sáliba,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sãotomense,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sénoufo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Sîshëë,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taabwa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tabaru,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tabasaran,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tabla,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tabo,small,stable,,,,,,,,,,,,,,,,,6,,,,,,,,,
Tacana,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tachawit,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tachelhit,large,stable,"7,200,000",,"1,149","1,042",Afro-Asiatic,Morocco,Northern Africa,,,"3,533",,,,,,,0,,,,,,,,,
Tadaksahak,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tado,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tadyawan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tae’,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tafi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagabawa,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagakaulo,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagalaka,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagalog,large,institutional,22.5 million,45 million,"42,887","43,330",Austronesian,Philippines,South-Eastern Asia,5,1,"229,668",1420,1540,34,253,179,1,20,3.1,2,28,,0.0076,,1,1,29
Tagargrent,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagbanwa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tagbu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagdal,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagin,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagish,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tagoi,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tahitian,mid,institutional,"68,260",,"1,218","1,214",Austronesian,French Polynesia,Polynesia,,,"2,986",,,,,,,0,,,2,,,,0,,3
Tahltan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Daeng,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Dam,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Dón,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Hongjin,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Khang,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Laing,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Loi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Long,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Nüa,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Pao,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Thanh,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Ya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tai Yo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taikat,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tainae,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tairaha,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tairora,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tairuma,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taivoan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taiwan Sign Language,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taje,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tajik,large,institutional,8.1 million,,"107,479","104,363",Indo-European,"Tajikistan,  Afghanistan,  Kazakhstan,  Kyrgyzstan, Uzbekistan",Central Asia,,1,"256,285",301,351,5,35,44,,5,,,18,,0.0053,1,1,1,19
Tajio,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tajuasohn,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Takestani,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Takia,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Takua,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Takuu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Takwane,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tal,mid,stable,,,,,,,,,,,,,,,,,207,,,,,,,,,
Tala,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talaud,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Taliabu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talieng,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talinga-Bwisi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talise,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talodi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taloki,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talondo’,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Talysh,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tama,mid,stable,,,,,,,,,,,,,,,,,3,,,,,,,0,,
Tamagario,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tamahaq,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tamajaq,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Tamajeq,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taman,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Tamanaku,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tamang,large,institutional,,,,,,,,,,,498,173,4,147,121,,1,,,,,,,0,,
Tamashek,,,,,,,,,,,,,,,,,,,0,,,6,,,,0,,
Tamasheq,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tamazight,large,endangered,,,,,,,,,,,,,,,,,0,,3,,,,1,,,
Tambotalo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tami,small,stable,,,,,,,,,,,,,,,,,151,,,,,,,,,
Tamil,large,institutional,75 million,8 million,"147,371","141,435",Dravidian,"India, Sri Lanka, Singapore, Malaysia,  South Africa",Southern Asia,16,1,"445,411",6900,3530,87,1270,1540,1,147,12.2,2,35,,0.0427,1,3,1,40
Tamki,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tampuan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tampulma,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tanacross,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tanahmerah,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanaina,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tanana,small,endangered,,,,,,,,,,,223,54,4,22,83,,2,,,,,,,0,,
Tanapag,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tandaganon,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tandia,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tandɨ,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanema,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tangale,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tangchangya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanggu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tangko,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanglang,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tangoa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanguat,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
